product_id,product_link,Processor_Name,Processor_Generation,Clock_Speed,SSD_Capacity,RAM,Graphic_Processor,Graphic_Memory,Touchscreen,Screen_Size,Screen_Resolution,Refresh_Rate,price
COMGH53NQJHWAYP7,https://www.flipkart.com/product/p/item?pid=COMGH53NQJHWAYP7,Core i3,11th Gen,"Base Frequency 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",256 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"39,490"
COMG9VHHG6Q3RRJX,https://www.flipkart.com/product/p/item?pid=COMG9VHHG6Q3RRJX,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"36,990"
COMGD37VQMMFECDJ,https://www.flipkart.com/product/p/item?pid=COMGD37VQMMFECDJ,Core i5,12th Gen,"Performance-core Max Turbo Frequency Up to 4.50 GHz, Efficient-core Max Turbo Frequency up to 3.30 GHz",512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"76,990"
COMGN2YDH9WVHY2H,https://www.flipkart.com/product/p/item?pid=COMGN2YDH9WVHY2H,Ryzen 7 Octa Core,,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.4 GHz",512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,120 Hz,"1,15,990"
COMGKYGDHKXFSVZC,https://www.flipkart.com/product/p/item?pid=COMGKYGDHKXFSVZC,Athlon Dual Core,,2.3 GHz with Turbo Boost Upto 3.2 GHz,256 GB,4 GB,AMD Radeon AMD,,No,35.56 cm (14 Inch),1366 x 768 Pixels,,"19,990"
COMGHZGHWGTZMGGS,https://www.flipkart.com/product/p/item?pid=COMGHZGHWGTZMGGS,M2 Pro,,,512 GB,16 GB,NA,,No,40.64 cm (16 Inch),3456 x 2234 Pixel,,"2,29,990"
COMGZVGHPYZHHFRB,https://www.flipkart.com/product/p/item?pid=COMGZVGHPYZHHFRB,Core i5,13th Gen,3.40GHz Upto 4.60GHz,512 GB,8 GB,Intel Integrated Integrated,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"64,890"
COMGHPY3GWDBV42P,https://www.flipkart.com/product/p/item?pid=COMGHPY3GWDBV42P,Ryzen 5 Hexa Core,,,512 GB,16 GB,AMD Radeon Integrated AMD Radeon Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 pixel,,"63,990"
COMGZMKFGYFBMHVJ,https://www.flipkart.com/product/p/item?pid=COMGZMKFGYFBMHVJ,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGAX8EEYFKCESS,https://www.flipkart.com/product/p/item?pid=COMGAX8EEYFKCESS,Ryzen 3 Quad Core,,2.6 GHz with Turbo Boost Upto 3.8 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"45,300"
COMGJ5TZFKZTRBSX,https://www.flipkart.com/product/p/item?pid=COMGJ5TZFKZTRBSX,Athlon Dual Core,,"Base Frequency 2.3 GHz, Max Turbo Frequency Upto 3.2GHz",256 GB,4 GB,NA,,No,39.62 cm (15.6 Inch),1366 x 768 Pixels,,"22,390"
COMGEY8WZREVKB2R,https://www.flipkart.com/product/p/item?pid=COMGEY8WZREVKB2R,Core i5,12th Gen,4.50,512 GB,16 GB,NVIDIA GeForce RTX 3050 Ti,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,"79,990"
COMGHF6JGRJTQEBY,https://www.flipkart.com/product/p/item?pid=COMGHF6JGRJTQEBY,Core i3,12th Gen,"Base Clock 3.30 Ghz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,8 GB,Intel Integrated UHD,,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,,"49,990"
COMGCRV8B5YDNKKG,https://www.flipkart.com/product/p/item?pid=COMGCRV8B5YDNKKG,Core i7,12th Gen,4.7,1 TB,16 GB,NVIDIA GeForce RTX RTX 3060,6 GB,No,40.64 cm (16 Inch),2560 x 1600 Pixels,165 Hz,"1,59,990"
COMGP24QHAAUK7JE,https://www.flipkart.com/product/p/item?pid=COMGP24QHAAUK7JE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,90.32 cm (35.56 cm),1920 x 1080 Pixel,,"39,990"
COMGCWBEUEYYC7WH,https://www.flipkart.com/product/p/item?pid=COMGCWBEUEYYC7WH,Core i5,11th Gen,Base 3.2 GHz Turbo Boost Upto 4.5 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 inch),2160 x 1440 Pixel,,"51,999"
COMGFB2GHCBHUDTZ,https://www.flipkart.com/product/p/item?pid=COMGFB2GHCBHUDTZ,M2,,,256 GB,8 GB,NA,,No,33.78 cm (13.3 Inch),2560 x 1600 Pixel,,"1,19,990"
COMGNP9PMNRDXFS7,https://www.flipkart.com/product/p/item?pid=COMGNP9PMNRDXFS7,Ryzen 9 16 Core,,2.5 GHz upto max turbo frequency at 5.4 Ghz,2 TB,32 GB,NVIDIA GeForce RTX 4080,12 GB,No,40.64 cm (16 Inch),2560 x 1600 PIxel,240 HZ,"3,79,990"
COMGFM5BYHQPXCRZ,https://www.flipkart.com/product/p/item?pid=COMGFM5BYHQPXCRZ,Ryzen 3 Dual Core,,3.5,512 GB,8 GB,AMD Radeon Radeon,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"36,990"
COMGGR9SYEE2CZT8,https://www.flipkart.com/product/p/item?pid=COMGGR9SYEE2CZT8,Ryzen 5 Hexa Core,,4.0,512 GB,16 GB,AMD Radeon Radeon,,Yes,35.56 cm (14 inch),1920 x 1200 Pixel,,"61,990"
COMGZMKF3UAXVYU9,https://www.flipkart.com/product/p/item?pid=COMGZMKF3UAXVYU9,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGZDQJYMNVAJCE,https://www.flipkart.com/product/p/item?pid=COMGZDQJYMNVAJCE,Core i5,13th Gen,Max Turbo Frequency up to 4.6 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"63,990"
COMGHPPSM6JR8XKT,https://www.flipkart.com/product/p/item?pid=COMGHPPSM6JR8XKT,Core i3,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"50,990"
COMG9VHHF6HVJPP9,https://www.flipkart.com/product/p/item?pid=COMG9VHHF6HVJPP9,Ryzen 5 Hexa Core,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"43,975"
COMGMV6VZFPJCGVB,https://www.flipkart.com/product/p/item?pid=COMGMV6VZFPJCGVB,Core i7,13th Gen,3.7 GHz upto max turbo frequency at 5.0 Ghz,1 TB,16 GB,NVIDIA GeForce RTX 4060,8 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"1,69,990"
COMGZ5F3RTSNVFES,https://www.flipkart.com/product/p/item?pid=COMGZ5F3RTSNVFES,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,256 GB,16 GB,NVIDIA GeForce RTX 4050,6 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"79,990"
COMGZ7FRS3ZG6TYB,https://www.flipkart.com/product/p/item?pid=COMGZ7FRS3ZG6TYB,Ryzen 5 Quad Core,,2.8GHz Upto 4.3GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"48,490"
COMG9VHHG6Q3RRJX,https://www.flipkart.com/product/p/item?pid=COMG9VHHG6Q3RRJX,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"36,990"
COMGH8YQ8YBFTDRU,https://www.flipkart.com/product/p/item?pid=COMGH8YQ8YBFTDRU,Ryzen 5 Hexa Core,,"Base Frequency 2.30 GHz, Max Turbo Upto 4.30 GHz",512 GB,16 GB,AMD Radeon AMD,,No,40.64 cm (16 inch),1920 x 1080 Pixels,,"73,990"
COMGHQYYFAHG5FFG,https://www.flipkart.com/product/p/item?pid=COMGHQYYFAHG5FFG,Core i7,13th Gen,1.50 GHz up to 5.00 GHz,1 TB,32 GB,NVIDIA GeForce RTX 4070,8 GB,No,40.64 cm (16 Inch),2560 x 1600 Pixel,,"1,99,990"
COMGBNFUTNYFZRJQ,https://www.flipkart.com/product/p/item?pid=COMGBNFUTNYFZRJQ,Core i3,11th Gen,4.1,512 GB,8 GB,Intel Integrated UHD Graphics,,No,39.62 cm (15.6 Inch),1920x1080 Pixels,,"39,999"
COMGHPY3GWDBV42P,https://www.flipkart.com/product/p/item?pid=COMGHPY3GWDBV42P,Ryzen 5 Hexa Core,,,512 GB,16 GB,AMD Radeon Integrated AMD Radeon Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 pixel,,"63,990"
COMGZDQJHSF9BXJP,https://www.flipkart.com/product/p/item?pid=COMGZDQJHSF9BXJP,Core i5,13th Gen,Max Turbo Frequency up to 4.6 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"63,990"
COMGEMAYHVZFF6CZ,https://www.flipkart.com/product/p/item?pid=COMGEMAYHVZFF6CZ,Ryzen 5 Hexa Core,,"Base Frequency 3.3 GHz, Max Turbo Boost at 4.2 GHz",512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,120 Hz,"65,990"
COMGFWCYGHFSZTYA,https://www.flipkart.com/product/p/item?pid=COMGFWCYGHFSZTYA,Ryzen 9 Octa Core,,Up to 4.9 GHz max boost,1 TB,16 GB,NVIDIA GeForce RTX 3080,8 GB,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,165 Hz,"2,11,990"
COMGP24QHAAUK7JE,https://www.flipkart.com/product/p/item?pid=COMGP24QHAAUK7JE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,90.32 cm (35.56 cm),1920 x 1080 Pixel,,"39,990"
COMGZDQJ3UKYENYR,https://www.flipkart.com/product/p/item?pid=COMGZDQJ3UKYENYR,Core i3,13th Gen,Upto 4.50GHz,512 GB,8 GB,Intel Integrated Integrated,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"45,990"
COMG9QVUPFGPZGZ9,https://www.flipkart.com/product/p/item?pid=COMG9QVUPFGPZGZ9,Core i3,11th Gen,4.1,512 GB,8 GB,Intel Integrated Intel UHD Graphics,,No,39.62 cm (15.6 inch),1920x 1080 pixel,,"43,890"
COMGAD2BA67TFF8Z,https://www.flipkart.com/product/p/item?pid=COMGAD2BA67TFF8Z,Core i7,11th Gen,1.9 GHz to max turbo frequency at 4.6 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050Ti,4 GB,No,96.52 cm (38 cm),1920 x 1080 pixel,,"99,990"
COMGZMKF3UAXVYU9,https://www.flipkart.com/product/p/item?pid=COMGZMKF3UAXVYU9,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGHMH6Z2BNP75Y,https://www.flipkart.com/product/p/item?pid=COMGHMH6Z2BNP75Y,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,8 GB,Intel Integrated Iris Xe,,Yes,35.56 cm (14 Inch),1920 x 1200 Pixel,,"71,990"
COMFTC4YDDK9K8KE,https://www.flipkart.com/product/p/item?pid=COMFTC4YDDK9K8KE,Core i7,10th Gen,2.6 GHz with Turbo Boost Upto 5 GHz,1 TB,16 GB,NVIDIA GeForce RTX 2070,8 GB,No,39.62 cm (15.6 inch),3840 x 2160 Pixel,,"2,50,000"
COMGZMKFGYFBMHVJ,https://www.flipkart.com/product/p/item?pid=COMGZMKFGYFBMHVJ,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGHPXTAMHHFSZM,https://www.flipkart.com/product/p/item?pid=COMGHPXTAMHHFSZM,Ryzen 9 Octa Core,,3.3 GHz upto max turbo frequency at 4.9 Ghz,1 TB,16 GB,NVIDIA GeForce RTX 3080,8 GB,No,43.94 cm (17.3 Inch),2560 x 1440 Pixel,,"2,10,990"
COMGJ75HAXTTTV58,https://www.flipkart.com/product/p/item?pid=COMGJ75HAXTTTV58,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"68,990"
COMGZUGTTBRGYSHT,https://www.flipkart.com/product/p/item?pid=COMGZUGTTBRGYSHT,Ryzen 5 Hexa Core,,3.3GHz Upto max turbo frequency at 4.2 GHz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"64,990"
COMGF478XMB8URCH,https://www.flipkart.com/product/p/item?pid=COMGF478XMB8URCH,Core i5,11th Gen,"Base Frequency 2.4 GHz, Max Turbo Frequency at 4.2 GHz",512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,,"52,100"
COMGHTE8G8FXQJVN,https://www.flipkart.com/product/p/item?pid=COMGHTE8G8FXQJVN,Core i3,11th Gen,Base Frequency 3.0 GHz with Turbo Boost Upto 4.1 GHz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920x1080 Pixels,,"38,390"
COMGJ75HG3KKPEQS,https://www.flipkart.com/product/p/item?pid=COMGJ75HG3KKPEQS,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,16 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"64,990"
COMG9VHHG6Q3RRJX,https://www.flipkart.com/product/p/item?pid=COMG9VHHG6Q3RRJX,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"36,990"
COMGMFK7B6FTNA4X,https://www.flipkart.com/product/p/item?pid=COMGMFK7B6FTNA4X,Core i9,12th Gen,3.6 GHz upto max turbo frequency at 5.0 Ghz,512 GB,16 GB,Intel Integrated Iris Xe,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,,"79,990"
COMGZVGHVJEMGKZB,https://www.flipkart.com/product/p/item?pid=COMGZVGHVJEMGKZB,Core i5,13th Gen,3.40GHz Upto 4.60GHz,1 TB,8 GB,Intel Integrated Integrated,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"67,990"
COMGNRNUKRMMXNZQ,https://www.flipkart.com/product/p/item?pid=COMGNRNUKRMMXNZQ,Ryzen 5 Quad Core,,2.8 GHz upto max turbo frequency at 4.3 Ghz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"46,990"
COMG9VHHF6HVJPP9,https://www.flipkart.com/product/p/item?pid=COMG9VHHF6HVJPP9,Ryzen 5 Hexa Core,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"46,000"
COMGHPY3GWDBV42P,https://www.flipkart.com/product/p/item?pid=COMGHPY3GWDBV42P,Ryzen 5 Hexa Core,,,512 GB,16 GB,AMD Radeon Integrated AMD Radeon Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 pixel,,"63,990"
COMGKC6YZAXJVCDF,https://www.flipkart.com/product/p/item?pid=COMGKC6YZAXJVCDF,Ryzen 7 Octa Core,,3.2 GHz upto max turbo frequency at 4.4 Ghz,1 TB,32 GB,NVIDIA GeForce RTX 3070,8 GB,No,40.64 cm (16 Inch),2560 x 1600 Pixel,,"1,81,990"
COMG4ZYCEHDCEBUP,https://www.flipkart.com/product/p/item?pid=COMG4ZYCEHDCEBUP,MediaTek Kompanio 500,,2 GHz Max Turbo Frequency,,4 GB,MediaTek Integrated,,Yes,29.46 cm (11.6 inch),1366 x 768 Pixels,,"22,400"
COMGP24QHAAUK7JE,https://www.flipkart.com/product/p/item?pid=COMGP24QHAAUK7JE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,90.32 cm (35.56 cm),1920 x 1080 Pixel,,"39,990"
COMGMGSJG67ZABYZ,https://www.flipkart.com/product/p/item?pid=COMGMGSJG67ZABYZ,Core i9,13th Gen,4.0 GHz upto max turbo frequency at 5.5 Ghz,2 TB,32 GB,NVIDIA GeForce RTX 4080,12 GB,No,43.18 cm (17 Inch),2560 x 1600 Pixel,,"3,59,990"
COMGMGXFB2KYFGZN,https://www.flipkart.com/product/p/item?pid=COMGMGXFB2KYFGZN,Ryzen 3 Quad Core,,2.4 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"46,990"
COMGMV6VPA6EGV6E,https://www.flipkart.com/product/p/item?pid=COMGMV6VPA6EGV6E,Core i7,13th Gen,Max Turbo Frequency up to 5.0 GHz,1 TB,32 GB,NVIDIA GeForce RTX 4050,,No,40.64 cm (16 Inch),2560 x 1600 Pixel,,"1,85,990"
COMGZMKF3UAXVYU9,https://www.flipkart.com/product/p/item?pid=COMGZMKF3UAXVYU9,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMG9UD4UN2ZZGDM,https://www.flipkart.com/product/p/item?pid=COMG9UD4UN2ZZGDM,M1,,,256 GB,16 GB,NA,,No,33.78 cm (13.3 inch),2560 x 1600 Pixels,,"99,999"
COMGH47NST7ZHJG5,https://www.flipkart.com/product/p/item?pid=COMGH47NST7ZHJG5,Core i5,12th Gen,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",512 GB,16 GB,Intel Integrated Iris Xe,,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"79,990"
COMGZ7YCDCSJNRZK,https://www.flipkart.com/product/p/item?pid=COMGZ7YCDCSJNRZK,Celeron Quad Core,11th Gen,1.1GHz - 2.8GHz,256 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"23,490"
COMGHMH6GVJ79VCH,https://www.flipkart.com/product/p/item?pid=COMGHMH6GVJ79VCH,Core i3,11th Gen,"Base Clock 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",512 GB,8 GB,Intel Integrated UHD,,No,35.56 cm (14 Inch),1920 x 1080 Pixel,,"39,990"
COMGAMGXGNZTYCAC,https://www.flipkart.com/product/p/item?pid=COMGAMGXGNZTYCAC,Core i3,11th Gen,3.0 GHz with Turbo Frequency Upto 4.1 GHz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60 Hz,"37,990"
COMGZMKFGYFBMHVJ,https://www.flipkart.com/product/p/item?pid=COMGZMKFGYFBMHVJ,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGHAGNDSCB8WWQ,https://www.flipkart.com/product/p/item?pid=COMGHAGNDSCB8WWQ,Ryzen 3 Quad Core,,2.6 GHz with Turbo Boost Upto 3.8 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"38,990"
COMG9VHHF6HVJPP9,https://www.flipkart.com/product/p/item?pid=COMG9VHHF6HVJPP9,Ryzen 5 Hexa Core,,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"43,975"
COMGMGXFGNZGBXSF,https://www.flipkart.com/product/p/item?pid=COMGMGXFGNZGBXSF,Ryzen 5 Hexa Core,,2.0 GHz upto max turbo frequency at 4.5 Ghz,1 TB,16 GB,AMD Radeon AMD,,No,40.64 cm (16 Inch),1920 x 1200 Pixel,,"60,990"
COMGGHMQCWGQ6QGW,https://www.flipkart.com/product/p/item?pid=COMGGHMQCWGQ6QGW,Core i9,12th Gen,2.5 GHz GHz with Max Turbo Boost Frequency Up to 5.00 GHz,1 TB,32 GB,NVIDIA GeForce RTX 3080 Ti,16 GB,No,39.62 cm (15.6 Inch),2560 x 1440 Pixel,,"2,81,990"
COMGGZ23GZFCQFCZ,https://www.flipkart.com/product/p/item?pid=COMGGZ23GZFCQFCZ,Core i7,12th Gen,Max Turbo Boost at 4.7 GHz,1 TB,16 GB,NVIDIA GeForce RTX A1000,4 GB,No,40.64 cm (16 inch),2560 x 1660 Pixel,60 Hz,"94,990"
COMGNGEBCTVBFXGM,https://www.flipkart.com/product/p/item?pid=COMGNGEBCTVBFXGM,Ryzen 7 Octa Core,,2.7 GHz upto max turbo frequency at 4.75 Ghz,1 TB,16 GB,AMD Radeon AMD,,No,33.78 cm (13.3 Inch),1920 x 1200 Pixel,,"77,990"
COMGE2GFFVEVG7MB,https://www.flipkart.com/product/p/item?pid=COMGE2GFFVEVG7MB,Core i3,11th Gen,3.7,512 GB,8 GB,Intel Integrated UHD Graphics,,Yes,35.56 cm (14 Inch),1920 x 1080 Pixels,,"53,990"
COMG9VHHG6Q3RRJX,https://www.flipkart.com/product/p/item?pid=COMG9VHHG6Q3RRJX,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,"40,990"
COMG7X7HZBSGGDUF,https://www.flipkart.com/product/p/item?pid=COMG7X7HZBSGGDUF,M1 Pro,,,1 TB,16 GB,NA,,No,41.15 cm (16.2 inch),3456 x 2234 Pixel,,"2,43,990"
COMGHGYYTBCPYXZA,https://www.flipkart.com/product/p/item?pid=COMGHGYYTBCPYXZA,Core i7,12th Gen,3.4 GHz upto max turbo frequency at 4.8 Ghz,1 TB,32 GB,NVIDIA GeForce RTX 3070 Ti,8 GB,No,43.94 cm (17.3 Inch),2560 x 1440 Pixel,,"1,97,990"
COMGHPY3GWDBV42P,https://www.flipkart.com/product/p/item?pid=COMGHPY3GWDBV42P,Ryzen 5 Hexa Core,,,512 GB,16 GB,AMD Radeon Integrated AMD Radeon Graphics,,Yes,35.56 cm (14 inch),1920 x 1200 pixel,,"63,990"
COMGBVJMD2KJ5GGH,https://www.flipkart.com/product/p/item?pid=COMGBVJMD2KJ5GGH,Ryzen 5 Hexa Core,,3.3 GHz upto max turbo frequency at 4.2 Ghz,512 GB,8 GB,NVIDIA GeForce GTX 1650,4 GB,No,40.89 cm (16.1 inch),1920 x 1080 Pixel,,"70,990"
COMGDGNFACGEDSGP,https://www.flipkart.com/product/p/item?pid=COMGDGNFACGEDSGP,Core i5,12th Gen,Base Frequency 2.5 GHz Max Frequency Upto 4.5 GHz,512 GB,16 GB,Intel Integrated Iris Xe,,Yes,35.56 cm (14 inch),2880 x 1800 Pixel,,"99,990"
COMGP24QHAAUK7JE,https://www.flipkart.com/product/p/item?pid=COMGP24QHAAUK7JE,Core i3,12th Gen,0.9 GHz upto max turbo frequency at 4.4 Ghz,512 GB,8 GB,Intel Integrated UHD,,No,90.32 cm (35.56 cm),1920 x 1080 Pixel,,"39,990"
COMGNY4VHFKQHXKP,https://www.flipkart.com/product/p/item?pid=COMGNY4VHFKQHXKP,Ryzen 5 Hexa Core,,3.3GHz Upto max turbo frequency at 4.2 GHz,512 GB,8 GB,AMD Radeon AMD,,Yes,35.56 cm (14 inch),1920 x 1200 Pixel,,"56,990"
COMGCNDPVSPNGDYQ,https://www.flipkart.com/product/p/item?pid=COMGCNDPVSPNGDYQ,Core i3,11th Gen,1.7 GHz upto max turbo frequency at 3.7 Ghz,512 GB,8 GB,Intel Integrated UHD,,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,,"53,990"
COMGEY8WQXQVBTZB,https://www.flipkart.com/product/p/item?pid=COMGEY8WQXQVBTZB,Core i5,11th Gen,2.70 GHz Max Turbo Boost Frequency Up to 4.50 GHz,512 GB,8 GB,NVIDIA GeForce RTX 3050,4 GB,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,"62,990"
COMGFB2GWHPVFMJW,https://www.flipkart.com/product/p/item?pid=COMGFB2GWHPVFMJW,M2,,,256 GB,8 GB,NA,,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,"1,07,990"
COMGZVGHMDQS67FQ,https://www.flipkart.com/product/p/item?pid=COMGZVGHMDQS67FQ,Core i5,13th Gen,3.40GHz Upto 4.60GHz,512 GB,16 GB,Intel Integrated Integrated,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"65,990"
COMGZMKF3UAXVYU9,https://www.flipkart.com/product/p/item?pid=COMGZMKF3UAXVYU9,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGZDQJHTXRYMWQ,https://www.flipkart.com/product/p/item?pid=COMGZDQJHTXRYMWQ,Core i7,13th Gen,Upto 5.00GHz,512 GB,16 GB,Intel Integrated Integrated,,Yes,35.56 cm (14 Inch),2880 x 1800 Pixel,90 Hz,"1,19,990"
COMGMGXFE9F37AMQ,https://www.flipkart.com/product/p/item?pid=COMGMGXFE9F37AMQ,Ryzen 3 Quad Core,,2.4 GHz upto max turbo frequency at 4.1 Ghz,512 GB,8 GB,AMD Radeon AMD,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,,"46,990"
COMGZMKFGYFBMHVJ,https://www.flipkart.com/product/p/item?pid=COMGZMKFGYFBMHVJ,Core i5,12th Gen,3.3 GHz upto max turbo frequency at 4.4 Ghz,512 GB,16 GB,NVIDIA GeForce RTX 3050,4 GB,No,40.64 cm (16 Inch),1920 x 1200 Pixel,120 Hz,"72,990"
COMGGJZFAGKWKGQX,https://www.flipkart.com/product/p/item?pid=COMGGJZFAGKWKGQX,Ryzen 9 Octa Core,,Max Boost Upto 4.9 GHz,1 TB,16 GB,AMD Radeon Radeon 680M,6 GB,Yes,40.64 cm (16 Inch),2560 x 1600 Pixels,,"1,91,990"
